ISSN,EISSN,中科院分区
0120-159X,2256-5485,4
1130-2496,1988-2793,4
1132-8312,1988-270X,4
2236-8000,,4
0379-3974,1659-3820,4
1990-8644,,4
1984-6266,,4
1809-5747,,4
2310-340X,,4
0122-8706,2500-5308,4
0257-1439,1659-2913,4
1794-3108,2256-5531,4
1980-6493,,4
0254-1106,2182-7435,4
2011-0324,,4
2310-3469,,4
0253-9268,2224-7939,4
2223-1781,,4
1606-5581,1817-5996,4
2216-0973,2346-3414,4
1414-7564,1982-7830,4
0104-4230,1806-9282,4
0080-6234,1980-220X,4
0037-8682,,4
0034-7612,1982-3134,4
2358-6303,,4
1131-558X,1988-2831,4
1851-3190,2344-9918,4
1657-0308,2357-626X,4
2174-0747,,4
0717-3326,0718-1957,4
0034-7744,2215-2075,4
2254-7444,,2
0718-090X,,3
0120-0135,2256-2273,4
2179-1120,,4
2215-2601,,4
1576-3420,2695-5156,4
1684-0933,2227-1465,3
1138-4891,1988-4672,4
0104-0529,2317-4307,4
2341-2216,,4
1138-4026,,4
0211-979X,2174-5625,4
0123-4366,2346-2442,4
2317-7721,,4
1516-4179,2316-9044,4
1576-0162,2340-4264,4
1889-4208,1989-4643,4
2013-584X,2386-4885,4
0034-8082,1988-592X,4
2318-8790,,4
2238-3360,,4
0212-8594,2340-2776,4
0213-8964,1988-9046,4
2444-6157,,4
0034-818X,,4
1887-4460,,4
2255-5056,,3
0048-7694,1989-0613,4
0213-7585,,4
0123-885X,1900-5180,4
2175-2168,,4
0104-0588,2237-2083,4
0034-8198,,4
1133-0406,1988-2823,4
0212-4130,2530-8548,4
0210-9174,1988-8538,3
2965-1557,2965-1565,4
2953-3392,,4
1692-2484,2145-8529,4
0034-8244,1988-284X,4
0034-8236,0718-4360,4
0375-0906,,4
0379-8682,0718-3402,4
2316-9834,,4
2236-0972,,4
2238-5320,,4
0719-1820,0719-1839,4
1136-8071,,4
1645-2259,2183-8615,4
0870-0958,2183-8925,4
0211-0040,2445-0928,4
0212-6109,2041-3335,2
1132-7200,2385-3247,4
0212-5862,1989-9823,4
0034-8309,2316-9141,4
1885-2718,2445-0057,4
1130-5029,2340-8995,4
0034-8341,1988-3188,3
0034-8376,2564-8896,4
1697-5200,2172-3427,4
2174-5218,,4
1139-1146,1989-4554,4
1989-6042,,4
1577-239X,2255-5986,4
1682-3419,1609-9117,4
1794-631X,2500-5782,4
2359-5639,,4
0718-915X,,4
0378-7818,2477-9407,4
1853-8665,,4
0797-8316,2301-0665,4
0326-646X,1666-5694,4
1578-7303,1579-1505,2
0373-5680,1851-7471,4
0214-2708,2255-1379,4
0041-6932,1669-9637,4
1983-8018,,4
0101-3505,1981-7886,4
1886-2438,1886-6298,4
0034-849X,1988-4192,3
0212-5056,2013-1453,4
0034-8570,1988-4222,4
0210-1459,,3
0326-3428,2346-8548,4
0210-0010,1576-6578,4
1415-5273,1678-9865,4
0034-8635,,4
1889-836X,2173-2345,4
0719-5885,,4
2175-5361,,4
1136-1034,2254-4372,1
2340-8340,,4
0254-9247,2223-3733,4
1130-5142,2339-7950,4
1577-9572,1697-2791,4
1853-1180,1852-9429,4
0034-8910,1518-8787,4
0214-1582,1578-1399,4
1577-2578,2340-5759,4
1133-0953,1988-8740,4
1852-7175,,4
0717-5051,,4
1315-2378,,4
2225-5109,2227-4731,4
2145-2946,,4
2223-2516,,4
2344-8172,,4
1808-2432,2317-6172,4
2236-7632,,4
0036-4665,1678-9946,4
0034-9240,2357-8017,4
1692-3960,,4
1409-1070,2215-3403,4
0254-4415,2304-4306,4
2007-1582,2007-3682,4
2176-171X,,4
2238-6084,,4
1900-8260,,4
0379-7082,2215-2644,4
1983-2664,,4
1659-4703,,4
1698-7454,,4
1697-5197,,4
1853-4503,,4
1607-4041,,4
1409-4258,,4
1575-0965,,4
1984-3372,,4
2236-1170,,4
2177-1626,,4
2318-6062,,4
2316-2341,,4
0034-9356,2340-3284,4
0556-6533,1988-2718,3
1885-5857,,2
1575-6548,2173-9870,4
1989-9882,,4
0211-5743,1989-0648,4
2340-5104,,4
0210-0614,1988-4621,4
1137-8654,2174-5382,4
1130-0108,2340-4167,4
1575-1198,,4
0210-5233,1988-5903,4
0213-2028,2254-6774,3
2253-654X,,4
2173-1292,2174-5145,4
1989-7448,,4
0034-9461,2174-0909,4
0214-3429,1988-9518,4
1135-5727,2173-9110,4
1578-2824,,4
0718-9230,,4
0124-0579,2145-4531,4
2447-5467,,4
2177-2851,,4
1697-011X,,4
2318-1001,,4
0121-1129,2357-5328,4
0120-6230,2422-2844,4
2248-6046,2011-7663,4
0187-7380,,4
2215-2504,,4
2178-7298,1517-543X,4
2172-7775,,4
1132-2799,2255-5951,4
1696-9650,,4
1696-9669,,4
1886-7650,1886-6212,4
1696-9634,,4
1698-1189,,4
1696-9642,,4
1988-5091,,4
1697-3046,,4
1132-1873,1988-2858,4
1696-9626,,4
1809-094X,2236-9716,4
1011-484X,2215-2563,4
1012-1617,2244-8853,4
1677-9479,2177-6652,4
1983-6635,,4
2215-2288,,4
0718-5693,,4
0719-0700,,4
0034-9593,1944-6446,4
2255-2677,,4
2254-8726,,4
1517-2856,2238-8885,4
2215-2253,2215-3934,4
1983-5213,,4
2446-8606,1982-5587,4
1697-7912,1697-7920,4
2255-0461,,4
2183-6051,,4
1022-6508,1681-5653,4
0718-8838,0719-1790,4
1130-1406,,4
1886-8576,2340-7700,4
2171-2069,1989-9246,2
0034-9631,2154-4794,4
1697-8293,,4
0716-2952,0718-5073,4
2346-075X,,4
1698-031X,,4
2386-3730,,4
0188-4999,,4
2307-4841,,4
2254-3139,,4
2173-1950,,4
0213-1315,,4
2013-570X,1886-4171,4
1885-589X,2695-575X,4
2174-3681,,4
0034-9712,1988-429X,4
0213-8646,2530-3791,4
2306-8582,2313-2957,4
0718-1299,0718-8358,4
1692-1798,2339-3483,4
1983-4810,,4
1696-6759,2254-3805,4
2183-5799,2183-5705,4
0378-0473,2215-2636,4
1657-1959,2346-2116,4
1138-5820,,2
1518-8345,,4
1870-4670,2448-7899,4
2145-6445,2215-8758,4
1852-8759,,4
1665-2436,2007-6819,4
1019-6609,1853-4961,4
1853-6190,,4
1853-7863,,4
2393-6401,,4
0120-0534,,4
1695-288X,,4
0100-0888,2236-0999,4
0718-0527,,4
1139-1138,1988-2807,2
0213-2230,,2
1676-2827,2179-9571,4
0716-8640,,4
0034-9887,0717-6163,4
0327-5019,1851-2135,4
0303-3295,1688-0390,4
1989-872X,,4
2007-4425,2007-4638,4
0185-1101,,4
1870-3453,2007-8706,4
1026-8774,2007-2902,4
2007-1124,2448-6698,4
0185-1918,,4
0035-001X,,4
1665-2738,,4
1665-5044,,4
0185-6073,,4
0716-2790,0717-6252,3
0122-0268,1909-0544,4
0717-036X,0719-4404,4
2386-8643,,4
2317-7853,,4
1519-9029,,4
2444-7986,,4
1020-4989,1680-5348,4
0103-0582,1984-0462,4
1676-1871,1676-3025,4
2027-2448,,4
2346-1780,,4
2389-8186,2389-8194,4
1561-0837,1727-9933,4
2304-5124,2304-5132,4
2076-6300,2077-4168,4
1984-3755,2175-1838,4
0870-2551,0304-4750,4
1646-3439,,4
1646-2890,1647-6700,4
0870-4147,2183-3796,4
2183-4938,,4
1983-4527,2236-9473,4
1809-0249,2178-2679,4
1577-4147,2530-9269,4
1665-0441,,4
1909-4450,2256-5027,4
1583-3186,,4
1841-6624,2284-5623,4
1220-3173,2457-7618,4
2066-7329,2067-9270,4
2215-2466,,4
1390-7247,2528-7907,4
0718-0934,,4
2174-7210,,4
2254-6073,,4
1809-0044,1984-3526,4
1669-726X,1667-9229,4
2386-9453,,4
1517-3275,2237-1753,4
0124-4639,2145-4558,4
2218-3620,,4
2254-6111,,4
1688-8561,,4
1678-8931,,4
1984-6835,,4
0124-5821,2389-7333,4
2317-9937,,4
1659-407X,,4
0954-6545,1743-7873,3
1645-6726,2183-0371,4
1951-6207,,4
0035-0907,2466-8583,2
1211-1635,2336-5609,4
1760-5393,,4
0373-2630,2105-2883,4
0180-7307,2107-0865,4
0398-7620,1773-0627,4
0338-0599,,4
1768-2959,,4
1262-022X,,3
0151-4105,1969-6582,4
1291-2530,,4
0035-2381,2294-1088,4
0035-2411,2105-2689,4
0048-8003,,4
0035-1121,1760-7426,4
0035-1326,,4
0035-1423,2105-2573,3
1145-1378,,4
0035-1458,,3
0248-8663,,4
0035-1571,2102-5177,4
0035-1598,,4
0035-1601,,3
0035-1776,1955-2343,4
1169-7954,1958-5799,4
0484-8616,1783-175X,4
0223-3711,,4
0761-8425,1776-2588,4
0997-1327,2105-2271,4
1962-4271,,4
0318-479X,1705-0065,4
0035-2209,2118-4445,4
0035-2624,2271-7005,4
0035-2764,1950-6694,4
0048-8046,1663-4446,4
1877-0320,,4
0397-7870,1776-3061,4
0035-2969,1958-5691,4
0035-3086,,4
0035-3264,2104-3825,4
1260-5875,2116-7060,4
0048-8143,2033-0138,4
0776-5436,,4
0715-3570,1710-7377,4
2240-7456,,4
1762-6153,,4
0035-3787,2213-0004,4
0035-3833,2104-385X,4
0035-3841,1783-1768,4
0035-3906,1600-0811,3
0035-3930,,4
0035-3957,,4
0035-3965,2343-774X,4
1220-5400,,4
0035-4066,,4
0253-1933,1608-0637,4
0035-418X,,4
0080-2654,1783-8401,4
0035-4511,1435-1528,3
1094-8392,1534-5238,3
0735-0198,1532-7981,2
0277-3945,1930-322X,2
0734-8584,1533-8541,2
0889-857X,1558-3163,4
2767-1410,2767-1429,4
2514-1775,,4
2198-6576,2198-6584,3
0172-8172,1437-160X,3
1462-0324,1462-0332,2
0300-0729,,2
2196-5102,2196-5110,4
2452-2198,,3
0035-4902,1938-3401,4
1696-5744,,4
1724-6768,,4
1672-6308,1876-4762,2
1939-8425,1939-8433,1
0035-5038,1827-3491,4
0391-6081,1972-5620,4
2038-8411,,4
0392-7202,,4
1120-9526,,4
1885-3137,,4
1356-9783,1470-112X,2
0212-4068,1989-9106,4
1138-2783,1390-3306,3
2190-3328,,4
1877-8127,,3
0213-2370,2174-0917,4
0080-3073,2037-6138,4
0125-9849,2354-6638,4
0272-4332,1539-6924,3
1944-4079,,4
1179-1594,,3
1098-1616,1540-6296,4
1460-3799,1743-4637,4
2227-9091,,3
2179-3565,,4
2340-9711,2386-7027,4
0719-4994,,4
1535-1459,1535-1467,4
1122-0732,2240-5550,4
0393-697X,1826-9850,2
0035-6212,,4
0035-6220,,4
2280-482X,,4
0035-6247,,4
0035-6239,,4
0392-825X,1724-0638,4
2532-9626,2611-2787,4
0391-2108,,4
0035-6298,,4
0035-6484,2038-2502,4
1592-1328,1724-0646,4
2280-9120,,4
0393-2516,1972-5558,4
0035-6573,2035-7583,4
2039-4667,2239-2629,4
0035-6808,,4
2036-6728,,4
0035-6867,2036-5586,3
0035-6883,2039-4942,3
0300-340X,,4
0035-7073,,3
0718-4883,,4
0035-1466,,4
2056-5933,,2
2765-8449,,4
1547-6286,1555-8584,3
1355-8382,1469-9001,3
1468-0629,2164-7402,3
1643-1618,2449-769X,4
2197-4225,,4
2754-6969,2754-6977,4
0263-5747,1469-8668,4
0921-8890,1872-793X,2
0736-5845,1879-2537,1
2218-6581,,4
1000-7598,,2
0813-0426,,1
0723-2632,1434-453X,1
2773-2304,,4
0035-7596,1945-3795,4
1506-218X,,4
0035-7707,2544-5200,4
0278-3193,1940-865X,3
1438-9029,1438-9010,4
0035-7995,2165-7599,4
0035-8002,2295-9017,4
0883-1157,1940-3216,3
0263-9904,1745-8153,4
1528-0748,1757-2274,4
1222-4227,,4
1220-5168,2285-3758,4
1584-7284,,4
1454-8100,2344-5440,4
1582-6163,2537-6071,4
1582-8271,1841-4273,4
1453-8245,,4
1220-1758,1841-4303,4
1582-3296,2501-062X,4
1222-5126,2501-2312,4
1220-0522,2066-8279,4
2066-7000,,4
1221-146X,,4
1582-456X,,4
2286-2218,,4
1221-1451,1841-8759,4
1018-046X,1844-7694,4
0035-8118,2688-5220,4
1803-4136,2571-0966,4
0035-8126,1864-0737,4
0343-379X,2509-7474,4
1354-991X,1750-0192,2
0048-8593,1957-7958,4
0035-7812,,3
2178-9061,,4
0869-6063,,4
0869-5687,,4
1729-7427,2618-6977,4
2054-5703,,3
2253-9832,2254-8270,4
2046-2069,,3
2633-0679,,4
2632-8682,,3
2377-8253,2377-8261,2
2284-0184,,4
0035-9475,1943-4804,4
0353-4529,1849-0409,4
2312-8674,2312-8690,4
2313-2272,2408-8897,4
2222-4203,,4
0975-2935,,4
1445-6354,,4
2204-8758,2204-8766,4
0956-7933,1474-0656,4
1037-1656,2204-0536,4
0036-0112,1549-0831,3
8756-8705,2168-8605,4
1470-4994,2042-1273,3
0307-1847,1744-0378,4
1857-2685,2345-1149,3
0036-0163,1913-8032,3
1066-5285,1573-9171,3
0036-021X,1468-4837,2
1068-7971,1878-030X,4
0094-288X,,4
1070-4272,1608-3296,4
2075-1117,2075-1125,4
1068-1620,1608-330X,4
2542-0526,,4
1070-3284,1608-3318,4
2500-4255,2500-1442,4
1062-3604,1608-3326,4
1681-1208,,4
1067-4136,1608-3334,4
1023-1935,1608-3342,4
1070-3632,1608-3350,4
1022-7954,1608-3369,4
1026-2296,,4
0036-0236,1531-8613,4
2687-0088,2686-8024,1
1063-0740,1608-3377,4
1061-9208,1555-6638,2
0869-6918,,4
1067-8212,1934-970X,4
1061-8309,1608-3385,4
0927-6467,1569-3988,4
1070-4280,1608-3393,4
1819-7140,1819-7159,4
0036-0244,1531-863X,4
1990-7931,1990-7923,4
1021-4437,1608-3407,4
1682-3559,,4
2618-9453,,4
0304-3487,1572-8714,2
0304-3479,1878-3678,3
0036-0279,1468-4829,3
1066-369X,1934-810X,4
0036-0295,1555-6255,4
1068-3739,1934-8096,4
2304-3415,,4
1064-8887,1573-9228,4
2451-8913,2451-8921,3
0036-0341,1467-9434,2
0131-6095,,4
2374-3859,,4
2036-2927,,4
1683-7584,2071-078X,4
0258-5200,2071-0763,4
1027-202X,2078-6778,4
2221-5875,2220-1017,4
1852-4184,1852-4222,4
1029-7073,2224-8978,4
0256-2499,0973-7677,4
1946-3855,1946-3901,4
1946-391X,1946-3928,4
2691-3747,2691-3755,4
1946-3936,1946-3944,4
1946-3952,1946-3960,4
1946-3979,1946-3987,4
2770-3460,2770-3479,4
2327-5626,2327-5634,4
2380-2162,2380-2170,2
0080-5319,2194-4075,4
1757-8043,2042-8774,4
2093-7911,2093-7997,3
0925-7535,1879-1042,2
2313-576X,,4
1753-3171,1543-1304,4
2050-313X,,4
2050-3121,,4
2377-9608,,3
2158-2440,,4
1123-8615,2035-6706,3
0210-3729,2174-517X,4
2423-3900,,4
1729-0376,1813-4424,4
1991-1696,,4
0126-6039,,4
1412-3606,2356-1424,4
0038-2329,2305-8862,4
2146-9806,1304-6535,4
2238-3867,,4
0036-3375,,4
0036-3529,,4
1735-806X,,4
1856-9528,,4
1669-2381,1851-8265,4
0185-3325,,4
0036-3634,1606-7916,4
2202-5677,,4
0256-9574,2078-5135,4
0091-1062,,4
0927-3131,1875-7405,3
1300-5707,2636-8064,4
0976-836X,0976-8378,4
0976-8386,0976-8394,4
0383-6320,1708-3923,4
0995-3914,2104-3841,4
1982-6907,2316-9028,4
1516-3180,,4
1062-936X,1029-046X,3
1124-0490,,4
0127-046X,,4
1357-1559,,3
2662-9291,2662-1363,1
0104-1290,1984-0470,4
1013-9052,1658-3558,4
1658-354X,0975-3125,4
1319-3767,1998-4049,4
1319-2442,2320-3838,4
1658-631X,2321-4856,4
1319-4534,2542-6680,4
0379-5284,1658-3175,4
1319-0164,2213-7475,3
1064-5616,1468-4802,3
1895-1767,,4
0036-5483,,4
0346-1238,1651-2030,3
1401-7431,1651-2006,4
0358-5522,1750-2837,4
0283-9318,1471-6712,4
2245-8875,,4
0036-5513,1502-7686,4
1501-7419,1745-3011,2
0347-0520,1467-9442,3
0031-3831,1470-1170,3
2353-0707,,3
0282-7581,1651-1891,3
0036-5521,1502-7708,4
0346-8755,1502-7716,2
1502-2250,1502-2269,3
0300-9475,1365-3083,4
0901-3393,2002-0112,4
0956-5221,1873-3387,4
0905-7188,1600-0838,2
1103-8128,1651-2014,3
1877-8860,1877-8879,4
0281-3432,1502-7724,3
0036-5564,1467-9450,3
1403-4948,1651-1905,4
0300-9742,1502-7732,4
0303-6898,1467-9469,4
1457-4969,1799-7267,3
0901-8328,1502-7244,4
1757-7241,,2
2168-1805,2168-1813,4
0355-3140,1795-990X,2
0080-6757,1467-9477,2
0036-5637,2163-8195,3
0036-5653,,3
0080-6765,1600-082X,3
0586-7614,1745-1701,1
2215-0013,,3
0920-9964,1573-2509,2
2754-6993,,2
0932-433X,1432-2129,4
1995-4328,1995-4336,4
0924-3453,1744-5124,3
1363-2434,1364-2626,2
1866-2625,1866-2633,3
0143-0343,1461-7374,4
2372-966X,,2
2578-4218,2578-4226,2
0036-6803,1949-8594,4
1550-1175,2153-0327,4
0036-7281,1664-2848,4
0036-794X,,4
0926-7220,1573-1901,3
0892-9882,1547-7800,4
1355-0306,1876-4452,4
0036-8237,1943-2801,3
0765-1597,,4
2227-1031,,4
0036-8121,1940-1302,4
2375-2548,,1
1353-3452,1471-5546,3
0792-1233,2191-0359,4
2409-9066,2413-4996,4
2473-3938,2473-4446,2
0302-3427,1471-5430,4
2804-7699,,4
2374-4731,2374-474X,4
1468-6996,1878-5514,3
2054-8923,,3
1347-9466,,4
1687-6075,1687-6083,4
1362-1718,1743-2936,3
2243-4690,,3
0950-5431,1470-1189,2
2095-9273,2095-9281,1
1674-7291,1869-1870,1
1674-7313,1869-1897,1
1674-733X,1869-1919,1
1674-7305,1869-1889,1
2095-8226,2199-4501,1
1674-7283,1869-1862,1
1674-7348,1869-1927,1
1674-7321,1869-1900,1
1075-5470,1552-8545,1
0115-7809,,4
2288-7474,2288-8063,3
0036-8326,1098-237X,2
1754-3770,1754-3789,4
2470-9468,,1
0167-6423,1872-7964,4
2635-0106,2635-0114,4
1855-7171,,4
0028-1042,1432-1904,3
2666-0172,,2
0350-820X,,4
0048-9697,1879-1026,2
0036-8504,2047-7163,4
2470-9476,,1
1945-0877,1937-9145,1
0162-2439,1552-8251,3
0971-7218,0973-0796,4
1946-6234,1946-6242,1
0091-7729,,4
0036-8075,1095-9203,1
1513-1874,,4
0294-0337,1777-5914,4
1678-992X,,3
2077-9917,2306-6741,4
2300-7648,2353-5636,2
1413-9324,,4
0304-4238,1879-1018,2
1026-3098,,4
0214-8358,1886-8134,4
1806-5562,1980-6108,4
2218-0532,,4
1674-7275,2095-9478,3
2468-2276,,3
0036-8733,1946-7087,4
0147-6882,1934-8118,4
1843-8121,,4
2501-1960,2501-3165,4
1791-1362,2241-1666,4
2052-4463,,2
1816-8957,1816-3459,4
0209-3324,2450-1549,4
1733-8670,2392-0378,4
1211-555X,1804-8048,4
2285-5785,2285-5807,4
2285-5653,2286-1580,4
2285-5750,2393-2260,4
2285-6064,,4
2284-7995,2285-3952,4
2045-2322,,3
1088-8438,1532-799X,2
1582-540X,,4
2090-908X,,3
0138-9130,1588-2861,3
1590-4946,1825-9618,4
2666-9366,,2
2542-4653,,2
1135-3716,2340-7042,4
2239-4303,,2
2192-4007,,4
0966-0356,2053-888X,4
1471-5767,1755-2028,4
1470-2541,1751-665X,4
0036-9241,1750-0222,3
0036-9276,2041-4951,4
0036-9292,1467-9485,4
0036-9306,1475-3065,3
1756-5634,2050-6678,3
0036-9330,2045-6441,4
0036-9543,1460-2474,2
1359-6462,1872-8456,2
1138-9788,,4
0036-9764,2254-6227,2
2340-4841,,4
0254-1807,2305-445X,4
1812-5441,1753-5409,4
1366-2724,1756-9923,2
0747-5284,2632-3494,4
0093-3651,,4
2672-7080,,3
0267-6583,1477-0326,2
2589-2517,2589-2525,4
2053-6712,,1
0097-9554,,4
1874-7337,1875-0230,4
2475-6725,,4
0967-0106,1460-3640,1
0955-1662,1743-4645,4
0963-6412,1556-1852,1
1135-7789,,3
0037-0738,1879-0968,3
0037-0746,1365-3091,2
0251-0952,1819-5717,3
0960-2585,1475-2735,3
1847-6481,1849-0891,4
0037-0894,1988-320X,4
0747-9239,1934-7871,4
0895-0695,1938-2057,3
1774-4466,,4
1059-1311,1532-2688,3
1300-4921,2458-908X,4
2458-9071,,4
1022-1824,1420-9020,2
1529-8868,1529-8876,4
1570-0844,2210-4968,3
1937-8912,,1
1560-8034,1605-6582,4
0268-1242,1361-6641,4
1063-7826,1090-6479,4
0037-1912,1432-2137,3
1676-546X,1679-0359,4
0037-1939,1911-026X,4
0049-0172,1532-866X,2
1044-579X,1096-3650,2
1089-2532,1940-5596,4
1084-9521,1096-3634,2
1043-1489,1558-4585,4
0740-2570,1930-1111,3
0894-0959,1525-139X,4
1744-165X,1878-0946,3
0037-1963,1532-8686,2
1044-5323,1096-3618,2
1863-2297,1863-2300,1
0739-9529,1098-8963,4
0272-8087,1098-8971,3
1089-7860,1098-898X,4
0270-9295,1558-4488,3
0271-8235,1098-9021,4
0001-2998,1558-4623,2
0749-2081,1878-3449,3
0093-7754,1532-8708,4
0882-0538,1744-5205,4
1073-8746,1558-4631,4
1071-9091,1558-0776,3
1055-8586,1532-9453,4
0146-0005,1558-075X,2
1535-2188,1536-0067,4
1053-4296,1532-9461,3
1526-8004,1526-4564,4
1069-3424,1098-9048,4
0037-198X,1558-4658,4
0734-0478,1098-9056,4
1043-0679,1532-9488,3
0094-6176,1098-9064,3
0887-2171,1558-5034,4
0895-7967,1558-4518,2
0037-1998,1613-3692,4
0037-9875,,4
1130-5509,2340-2415,3
1745-8927,1745-8935,3
2214-1804,,2
1557-2064,1557-2072,4
0260-2288,1758-6828,4
2635-0998,,3
0924-4247,1873-3069,3
0925-4005,,1
2666-0539,,2
0914-4935,,4
1424-8220,,3
1225-0279,,4
1225-0201,2331-4826,4
1542-2119,1542-2127,2
1383-5866,1873-3794,2
0149-6395,1520-5754,4
2573-1815,,4
2297-8739,,3
0747-4946,1532-4176,4
1450-698X,1820-9289,4
1452-4864,,4
0098-7913,1879-095X,4
1869-4187,1869-4195,4
1862-8516,1862-8508,3
0264-2069,1743-9507,2
1863-2386,1863-2394,4
2164-3962,2164-3970,4
1877-0533,1877-0541,3
2201-473X,1838-0743,4
0268-117X,2050-4616,3
0037-3052,1934-421X,4
1468-1811,1472-0825,4
0360-0025,1573-2762,2
2411-5118,,4
1877-5756,1877-5764,4
1079-0632,1573-286X,2
1468-1994,1468-1749,4
2641-0397,,2
1661-5425,1661-5433,4
2692-9953,2692-9996,4
1448-5028,1449-8987,4
2050-0513,2050-0521,2
2050-1161,,3
1363-4607,1461-7382,3
1095-5143,1936-4822,4
0146-1044,1573-6717,4
1868-9884,1553-6610,2
0148-5717,1537-4521,4
1368-4973,1472-3263,3
2036-6558,,4
0037-3222,1538-3555,2
1745-0918,1745-0926,3
2199-384X,2199-3858,3
0741-5842,1529-1480,4
2405-8726,2405-8718,2
0037-3583,,4
0300-5267,2340-4078,4
1834-6049,1834-6057,4
0937-7255,2056-7111,4
1744-5302,1754-212X,4
1070-9622,1875-9203,4
0938-1287,1432-2153,4
1073-2322,1540-0514,3
0882-8539,1534-5165,3
2042-7824,2042-7832,4
1758-5732,1758-5740,4
0718-2910,0719-0948,4
2470-6566,,2
1536-0040,,4
0036-1399,1095-712X,4
0097-5397,1095-7111,3
0363-0129,1095-7138,2
0895-4801,1095-7146,2
1945-497X,,3
1936-4954,,3
0036-1410,1095-7154,1
2577-0187,,3
0895-4798,1095-7162,2
0036-1429,1095-7170,1
1052-6234,1095-7189,2
1064-8275,1095-7197,2
0036-1445,1095-7200,1
2166-2525,,3
1813-3304,,4
2312-461X,2312-4628,4
0037-4466,1573-9260,4
1361-7362,1476-6787,4
1813-7083,,3
1726-7080,2411-0809,4
1847-7755,,4
2426-8887,,4
0037-4806,,4
1304-7205,1304-7191,4
2317-0840,,4
0163-5808,1943-5835,4
1387-9316,1569-996X,4
0302-1475,1533-6263,4
1406-4243,1736-7409,4
1334-5605,1845-206X,4
1133-3634,2254-9307,4
1863-1703,1863-1711,4
0923-5965,1879-2677,3
0165-1684,1872-7557,2
2095-9907,2059-3635,1
2314-2189,,4
2326-4489,2326-4497,2
0097-9740,1545-6943,2
1744-8727,1744-8735,4
1876-990X,1876-9918,3
0037-5330,2242-4075,4
0037-5349,2509-8934,4
2316-1620,,4
0037-5411,,4
1824-5226,,4
1046-8781,1552-826X,4
1559-2332,1559-713X,4
1569-190X,1878-1462,3
0037-5497,1741-3133,4
0217-5908,1793-6837,4
0129-7619,1467-9493,3
0037-5675,2737-5935,4
0037-5756,,4
1990-2670,2224-6606,4
0214-9141,2013-6455,3
2146-4901,2667-6575,4
1980-5160,,4
1856-7134,2542-3231,4
0361-0160,2326-0726,3
2618-6330,,4
0202-2397,2618-9518,4
1336-782X,,4
2044-5040,,2
0364-2348,1432-2161,4
2519-058X,,3
2296-9195,2296-9160,4
1660-5527,1660-5535,4
0909-752X,1600-0846,4
2472-5552,2472-5560,4
2472-6303,2472-6311,4
0144-039X,1743-9523,1
1233-6173,2392-2400,4
0037-6736,,4
0037-6752,,4
0037-6779,2325-7784,2
1592-0291,2283-5482,4
0037-6795,2222-4327,3
1361-7427,1745-8145,4
1446-9235,1479-8425,4
1520-9512,1522-1709,4
2352-7218,2352-7226,2
1556-407X,1556-4088,3
1087-0792,1532-2955,1
1389-9457,1878-5506,2
1984-0659,1984-0063,4
0161-8105,1550-9109,2
1210-3896,1338-3973,4
2304-0785,2305-6754,4
1580-4003,2385-8761,4
1335-0102,2585-9145,4
0037-6973,,4
1335-1303,1339-9357,4
0037-7031,,4
0954-6839,,4
0799-0537,1534-6714,3
0921-898X,1573-0913,1
1321-5906,1175-0979,4
1046-4964,1552-8278,3
2366-9608,,2
0921-4488,1879-0941,3
2688-4046,,2
2688-4062,,2
0959-2318,1743-9558,3
1873-7617,1873-7854,3
1613-6810,1613-6829,2
2772-3755,,2
2046-6099,2046-6102,3
2520-6478,2572-3928,4
2624-6511,,3
2666-9552,,3
2731-8087,,4
2196-7091,,2
0964-1726,1361-665X,3
2308-0477,,4
1738-1584,1738-1991,4
0973-1598,2321-2012,4
2766-8525,2688-819X,1
0037-7317,1553-0426,4
2523-3963,2523-3971,4
1590-1807,,2
0144-8722,,4
2218-6867,2218-8622,4
1466-0970,1743-9590,4
1464-9365,1470-1197,2
0964-6639,1461-7390,3
0155-0306,1836-6600,4
0155-977X,1558-5727,4
1751-9004,,2
0964-0282,1469-8676,3
0301-2212,1179-6391,4
0176-1714,1432-217X,4
0278-016X,,4
1749-5016,1749-5024,2
0037-7686,1461-7404,2
2329-4965,2329-4973,3
0961-205X,1467-9507,3
0253-3952,1940-7874,4
1750-8614,1750-8533,4
0269-1728,1464-5297,2
1681-4363,,4
0037-7732,1534-7605,1
0951-631X,1477-4666,3
0307-1022,1470-1200,1
1350-4630,1363-0296,4
2183-2803,,3
0303-8300,1573-0921,3
1553-4510,1553-4529,4
1751-2395,1751-2409,1
0885-7466,1573-6725,3
1524-5004,1539-4093,4
2056-3051,,1
1474-2837,1474-2829,1
1869-5450,1869-5469,4
0378-8733,1879-2111,2
1747-0919,1747-0927,4
0265-0525,1471-6437,4
0144-5596,1467-9515,3
1474-7464,1475-3073,2
1072-4745,1468-2893,3
0037-7791,1533-8533,2
0933-7954,1433-9285,2
1948-5506,1948-5514,2
2221-1527,2311-7052,4
1381-2890,1573-1928,2
0190-2725,1939-8999,2
1864-9335,2151-2590,4
0037-783X,,4
1747-1117,1758-857X,4
0277-9536,1873-5347,2
0894-4393,1552-8286,3
0145-5532,1527-8034,4
0539-0184,1461-7412,3
1369-1465,1468-2680,3
0362-3319,1873-5355,4
0038-4941,1540-6237,3
0049-089X,1096-0317,2
1874-8937,1874-8945,4
