ISSN,EISSN,影响因子,JCR分区
1043-9463,1477-2728,2.2,Q1
1465-1165,1741-2757,2.2,Q2
0094-5145,1573-3610,2.2,Q2
0735-6757,1532-8171,2.2,Q2
0937-4477,1434-4726,2.2,Q1
1461-6696,1469-8307,2.2,Q1
2056-2799,2056-2802,2.2,Q1
2515-1088,2515-1096,2.2,Q1
0968-4328,1878-4291,2.2,Q1
1472-4790,1740-388X,2.2,Q2
0029-599X,0945-3245,2.2,Q1
0425-1644,2042-3306,2.2,Q1
1916-0216,1916-0216,2.2,Q1
0897-1897,1532-8201,2.2,Q2
0294-1449,1873-1430,2.2,Q1
0307-9457,1465-3338,2.2,Q1
1043-3074,1097-0347,2.2,Q1
2215-1478,2215-1486,2.2,Q1
2045-4015,2045-4015,2.2,Q2
1092-4388,1558-9102,2.2,Q1
2468-7812,2468-7812,2.2,Q1
0022-0027,1552-8766,2.2,Q2
0891-6640,1939-1676,2.2,Q1
,2056-807X,2.2,Q2
,2297-7775,2.2,Q1
1045-6767,1936-4776,2.2,Q1
1367-6261,1469-9680,2.2,Q1
0029-6562,1538-9847,2.2,Q2
1743-727X,1743-7288,2.2,Q1
1354-0688,1460-3683,2.2,Q2
0261-0183,1461-703X,2.2,Q1
1071-1007,1944-7876,2.2,Q2
1569-5239,1573-7152,2.2,Q2
0144-5596,1467-9515,2.2,Q1
1531-3220,1531-3239,2.2,Q1
0741-0883,1552-8472,2.2,Q2
,2363-5169,2.2,Q1
1877-0568,1877-0568,2.2,Q2
2822-7840,2804-7214,2.2,Q1
1365-893X,1365-893X,2.2,Q1
0032-4728,1477-4747,2.2,Q2
0738-081X,1879-1131,2.2,Q2
1547-9714,1539-3585,2.2,Q1
0014-7370,1545-5300,2.2,Q1
0885-7482,1573-2851,2.2,Q1
2038-131X,2038-3312,2.2,Q2
0161-9268,1550-5014,2.2,Q2
1750-4813,1750-4821,2.2,Q2
1863-9933,1863-9941,2.2,Q2
0263-2136,1460-2229,2.2,Q2
2090-2727,2090-2735,2.2,Q2
0922-4777,1573-0905,2.2,Q1
2730-6291,2730-6305,2.2,Q2
,1757-1146,2.2,Q2
1751-2271,1751-228X,2.2,Q1
1747-0161,2047-6094,2.2,Q2
2380-0844,2380-0852,2.2,Q2
1477-2019,1478-0941,2.2,Q1
,2451-943X,2.2,Q1
0304-4017,1873-2550,2.2,Q1
0044-8435,1297-9678,2.2,Q1
0883-9417,1532-8228,2.2,Q2
2334-9050,2334-9050,2.2,Q1
0933-2790,1432-1378,2.2,Q1
0140-7775,1365-2761,2.2,Q1
1022-5706,2158-1762,2.2,Q2
0048-5829,1573-7101,2.2,Q2
0361-7734,1559-2863,2.2,Q2
0272-4316,1552-5449,2.2,Q1
1359-1053,1461-7277,2.2,Q2
1177-5483,1177-5483,2.2,Q2
1040-9289,1556-6935,2.2,Q1
0278-4254,1873-2070,2.2,Q2
1748-3107,1748-3115,2.2,Q1
1350-4487,1879-0925,2.2,Q1
1062-3264,1937-710X,2.2,Q2
1045-2249,1465-7279,2.2,Q1
1095-6433,1531-4332,2.2,Q1
,2666-9102,2.2,Q1
0361-929X,1539-0683,2.2,Q2
2376-6972,2376-6964,2.2,Q2
2164-2850,2164-2850,2.2,Q2
1687-8728,1687-8736,2.2,Q2
1687-6415,1687-6423,2.2,Q2
1387-1307,1573-2614,2.2,Q2
0891-3668,1532-0987,2.2,Q2
,2666-6227,2.2,Q2
0898-2643,1552-6887,2.2,Q2
2051-8803,2051-8811,2.2,Q3
,2073-8994,2.2,Q2
1028-4559,,2.2,Q2
0144-686X,1469-1779,2.2,Q2
0261-510X,2044-835X,2.2,Q2
2057-4347,2057-4347,2.2,Q2
0196-206X,1536-7312,2.2,Q2
1759-7323,1759-7331,2.2,Q2
2194-7228,2194-7236,2.2,Q2
0706-652X,1205-7533,2.2,Q2
,2666-3341,2.2,Q2
0015-198X,1938-3312,2.2,Q2
0895-9285,1532-7043,2.2,Q3
0219-8878,1793-6977,2.2,Q1
2578-8086,2578-8094,2.2,Q2
1020-4067,1471-695X,2.2,Q2
2397-3269,2397-3269,2.2,Q2
0008-428X,1488-2310,2.2,Q2
0009-398X,1573-3327,2.2,Q2
0741-1235,1543-2785,2.2,Q1
0007-1080,1467-8543,2.2,Q2
1178-7015,1178-7015,2.2,Q2
2691-1299,2691-1299,2.2,Q3
0363-2415,1548-8446,2.2,Q2
2041-4161,2041-417X,2.2,Q2
0167-6687,1873-5959,2.2,Q1
0095-7984,1552-4558,2.2,Q2
1053-4628,1557-5268,2.2,Q2
1350-4126,1475-6811,2.2,Q1
1362-4393,1476-5624,2.2,Q1
,2226-4310,2.2,Q2
0919-8172,1442-2042,2.2,Q2
1939-6368,1939-6376,2.2,Q2
2452-3100,2452-3100,2.2,Q2
1642-3402,2300-8733,2.2,Q1
2008-076X,2008-0778,2.2,Q2
0340-7594,1432-1351,2.2,Q1
0916-8818,1348-4400,2.2,Q1
1088-5412,1539-6304,2.2,Q3
1471-3012,1741-2684,2.2,Q2
1076-0512,1524-4725,2.2,Q2
1064-1297,1936-2293,2.2,Q2
1087-0547,1557-1246,2.2,Q2
1743-873X,1747-6631,2.2,Q2
1937-1888,1938-4114,2.2,Q2
2666-5581,2666-5581,2.2,Q2
0001-8244,1573-3297,2.2,Q2
0269-9931,1464-0600,2.2,Q2
,2673-3986,2.2,Q2
2040-7149,2040-7157,2.2,Q1
1050-5350,1573-3602,2.2,Q2
1077-5587,1552-6801,2.2,Q2
0905-4383,1600-0781,2.2,Q2
,2197-1714,2.2,Q2
0735-0414,1464-3502,2.2,Q3
0012-1630,1098-2302,2.2,Q2
0950-2688,1469-4409,2.2,Q2
2092-7193,2092-7193,2.2,Q2
0267-3843,2164-4527,2.2,Q2
0959-9673,1365-2613,2.2,Q2
1793-5458,1793-7205,2.2,Q2
1455-0725,1458-6126,2.2,Q3
0364-2348,1432-2161,2.2,Q2
,2397-5776,2.2,Q2
0167-4366,1572-9680,2.2,Q2
,1471-2377,2.2,Q3
1735-6814,1735-8043,2.2,Q2
0172-4622,1439-3964,2.2,Q2
0025-3227,1872-6151,2.2,Q2
0176-3679,1439-0795,2.2,Q3
1070-664X,1089-7674,2.2,Q3
1742-1772,1742-1780,2.2,Q2
1473-3285,1473-3277,2.2,Q2
1477-7266,1758-7247,2.2,Q2
,2075-163X,2.2,Q2
0003-7028,1943-3530,2.2,Q2
0278-4343,1873-6955,2.2,Q2
1089-2699,1930-7802,2.2,Q2
1540-7977,1558-4216,2.2,Q3
1353-4505,1464-3677,2.2,Q2
1011-7571,1423-0151,2.2,Q2
2379-1381,2379-139X,2.2,Q2
2328-9252,2328-9260,2.2,Q1
2366-004X,2366-0058,2.2,Q2
0090-4341,1432-0703,2.2,Q3
2228-5652,2228-5660,2.2,Q3
0279-1072,2159-9777,2.2,Q2
0137-5881,1861-1664,2.2,Q2
1061-3773,1099-0542,2.2,Q2
1642-3593,2080-3397,2.2,Q2
,2641-8770,2.2,Q2
1876-3413,1876-3405,2.2,Q2
0005-7916,1873-7943,2.2,Q2
1099-498X,1521-2254,2.2,Q3
1701-2163,1701-2163,2.2,Q2
1570-0755,1573-1332,2.2,Q1
2666-0334,2666-0334,2.2,Q2
,2379-2868,2.2,Q2
2055-0936,2055-0936,2.2,Q2
0888-7993,1558-7975,2.2,Q2
1324-1583,2204-227X,2.2,Q2
0960-894X,1464-3405,2.2,Q2
1178-6981,1178-6981,2.2,Q2
1550-8307,1878-7541,2.2,Q2
2213-2244,2213-2244,2.2,Q2
1753-8394,1753-8408,2.2,Q2
1751-3758,1751-3766,2.2,Q2
0963-8199,1469-9559,2.2,Q2
,1179-1527,2.2,Q2
2632-3524,2632-3524,2.2,Q2
0896-4289,1940-4026,2.2,Q2
0092-0606,1573-0689,2.2,Q3
1523-908X,1522-7200,2.2,Q2
,2559-9283,2.2,Q2
1363-6669,1467-9361,2.2,Q2
0092-8240,1522-9602,2.2,Q2
0363-9045,1520-5762,2.2,Q3
1347-4367,1880-0920,2.2,Q3
,2633-4259,2.2,Q3
1754-5048,1878-0083,2.2,Q2
,2519-173X,2.2,Q2
1526-9914,1526-9914,2.2,Q2
0898-2112,1532-4222,2.2,Q1
,1178-203X,2.2,Q2
0003-3197,1940-1574,2.2,Q3
0927-7099,1572-9974,2.2,Q2
1751-7885,1751-7893,2.2,Q3
1386-1999,1572-915X,2.2,Q1
1226-4512,2093-3827,2.2,Q3
2090-8083,2042-0080,2.2,Q3
1322-7130,1755-0238,2.2,Q2
0006-291X,1090-2104,2.2,Q3
1056-4993,1558-0490,2.2,Q3
1130-5274,2174-0550,2.2,Q2
0160-2446,1533-4023,2.2,Q2
1044-5463,1557-8992,2.2,Q2
0022-4065,2575-6230,2.2,Q1
2378-1815,2378-1823,2.2,Q3
1617-982X,1617-9838,2.2,Q2
2046-9128,2046-9136,2.2,Q2
1052-7613,1099-0755,2.2,Q2
2039-7275,2039-7283,2.2,Q2
2399-6544,2399-6552,2.2,Q2
0146-8030,1096-4681,2.2,Q3
2468-1709,2468-1709,2.2,Q3
2398-5348,2398-5356,2.2,Q2
2227-7072,2227-7072,2.2,Q2
1746-725X,1746-7268,2.2,Q1
1525-4135,1077-9450,2.2,Q3
0040-4020,1464-5416,2.2,Q2
0959-4973,1473-5741,2.2,Q3
0304-4165,1872-8006,2.2,Q3
,2769-2140,2.2,Q2
1221-1451,1841-8759,2.2,Q2
,2772-3925,2.2,Q3
0024-4074,1095-8339,2.2,Q2
1027-8117,2223-330X,2.2,Q2
8756-5641,1532-6942,2.2,Q2
0305-215X,1029-0273,2.2,Q2
0922-6435,1572-9508,2.2,Q2
1524-0703,1524-0711,2.2,Q3
1479-8409,1479-8417,2.2,Q2
1072-0502,1549-5485,2.2,Q3
2635-0106,2635-0114,2.2,Q2
2590-1362,2590-1362,2.2,Q3
0301-4622,1873-4200,2.2,Q3
0705-3797,,2.2,Q2
2158-0103,2158-0715,2.2,Q2
2160-1836,2160-1836,2.2,Q3
1464-343X,1879-1956,2.2,Q2
0267-8292,1366-5855,2.2,Q2
,2494-1271,2.2,Q2
1477-9560,1477-9560,2.2,Q3
2831-0896,2831-090X,2.2,Q3
1442-7001,1442-8903,2.2,Q2
,2769-1675,2.2,Q2
2666-9927,2666-9919,2.2,Q3
1751-3057,1751-3065,2.2,Q2
0929-5305,1573-742X,2.2,Q2
2090-0007,2090-0015,2.2,Q2
0748-1756,1947-6302,2.2,Q2
2237-6089,2238-0019,2.2,Q3
0006-8314,1573-1472,2.2,Q3
2164-1846,2164-1862,2.2,Q3
1443-9506,1444-2892,2.2,Q2
0889-8561,1557-8607,2.2,Q3
0966-0879,1468-5973,2.2,Q3
1179-173X,1179-173X,2.2,Q2
2169-575X,2169-575X,2.2,Q2
0198-8859,1879-1166,2.2,Q3
1558-8424,1558-8432,2.2,Q3
0307-4358,1758-7743,2.2,Q2
0031-4056,1873-1511,2.2,Q2
0147-619X,1095-9890,2.2,Q3
1869-0327,1869-0327,2.2,Q3
0007-4861,1432-0800,2.2,Q3
1743-9132,1758-6569,2.2,Q2
1029-3523,2077-0227,2.2,Q2
0914-8779,1435-5604,2.2,Q3
0267-8179,1099-1417,2.2,Q2
0025-3235,1573-0581,2.2,Q2
1064-119X,1521-0618,2.2,Q2
,2306-9740,2.2,Q2
1448-5028,1449-8987,2.2,Q2
1738-1584,1738-1991,2.2,Q2
1040-0400,1572-9001,2.2,Q2
2378-9689,2378-9697,2.2,Q2
1875-2136,1875-2128,2.2,Q2
1530-261X,1530-261X,2.2,Q3
2090-8865,2090-8873,2.2,Q3
1861-3829,1861-3837,2.2,Q2
0954-4089,2041-3009,2.2,Q2
1753-9447,1753-9455,2.2,Q2
2041-5990,2041-6008,2.2,Q3
,2624-8921,2.2,Q2
0412-1961,,2.2,Q2
0317-1671,2057-0155,2.2,Q3
0952-6862,1758-6542,2.2,Q2
0790-0627,1360-0648,2.2,Q2
0254-4962,1423-033X,2.2,Q3
1318-2099,1581-3207,2.2,Q2
1040-2004,1547-397X,2.2,Q2
1740-7745,1740-7753,2.2,Q3
0300-7995,1473-4877,2.2,Q2
0072-1050,1099-1034,2.2,Q2
,2772-5014,2.2,Q2
0217-9849,1793-6640,2.2,Q1
1792-1074,1792-1082,2.2,Q3
0284-186X,1651-226X,2.2,Q3
1090-8471,1520-6564,2.2,Q3
,2561-1011,2.2,Q2
1477-1535,1477-0938,2.2,Q2
0028-2685,1338-4317,2.2,Q3
2405-5808,2405-5808,2.2,Q4
1529-3181,1529-3181,2.2,Q3
,2666-2817,2.2,Q3
,2399-4908,2.2,Q1
1742-7150,1742-7169,2.2,Q3
1527-6988,1527-6996,2.2,Q2
1874-4907,1874-4907,2.2,Q3
1020-4989,1680-5348,2.2,Q2
,2459-3087,2.2,Q3
1882-0778,1882-0786,2.2,Q3
2185-5560,2185-5560,2.2,Q3
1573-403X,1875-6557,2.2,Q2
0963-0643,1473-6586,2.2,Q2
0378-1097,1574-6968,2.2,Q3
1076-0342,1943-555X,2.2,Q2
,2515-3080,2.2,Q2
2081-3856,2081-6936,2.2,Q3
0003-4347,1958-9395,2.2,Q3
,2055-0928,2.2,Q3
0889-311X,1476-3508,2.2,Q2
1612-9202,1612-9210,2.2,Q3
1944-0049,1944-0057,2.2,Q3
1754-3266,1754-3274,2.2,Q2
0021-8596,1469-5146,2.2,Q2
1746-5664,1746-5672,2.2,Q3
1592-6117,1724-2118,2.2,Q2
2228-7930,2228-7949,2.2,Q3
1344-7610,1347-3735,2.2,Q2
1439-4235,1439-7641,2.2,Q3
0890-5487,2191-8945,2.2,Q2
0935-1175,1432-0959,2.2,Q2
0017-467X,1745-6584,2.2,Q2
1929-073X,1929-073X,2.2,Q3
1093-474X,1752-1688,2.2,Q2
0145-2126,1873-5835,2.2,Q3
2572-6668,2572-6676,2.2,Q2
1352-7592,1758-6860,2.2,Q3
0929-6212,1572-834X,2.2,Q3
1875-0710,1875-0796,2.2,Q3
2475-1472,2475-1472,2.2,Q3
1071-0922,1938-3657,2.2,Q3
1920-4531,1920-454X,2.2,Q3
1556-7249,1556-7257,2.2,Q4
0031-9015,,2.2,Q2
1178-6388,1178-6388,2.2,Q3
0214-3429,1988-9518,2.2,Q3
1108-7471,1792-7463,2.2,Q3
2042-9738,2042-9746,2.2,Q3
0883-9115,1530-8030,2.2,Q3
1938-7849,1938-7849,2.2,Q3
,2835-6969,2.2,Q2
0301-9233,1743-2812,2.2,Q2
0255-660X,0974-3006,2.2,Q3
2234-3156,2234-3156,2.2,Q3
2044-124X,2044-1258,2.2,Q2
1758-8928,1758-8936,2.2,Q3
,2673-4540,2.2,Q3
1472-3581,1478-4408,2.2,Q2
1751-9659,1751-9667,2.2,Q3
1465-7503,2043-6882,2.2,Q3
0021-9614,1096-3626,2.2,Q2
0255-2922,1577-7014,2.2,Q2
1042-8194,1029-2403,2.2,Q3
0884-5336,1941-2452,2.2,Q3
1866-749X,1613-7159,2.2,Q3
1556-7036,1556-7230,2.2,Q3
1292-8941,1292-895X,2.2,Q3
0368-2811,1465-3621,2.2,Q3
1045-389X,1530-8138,2.2,Q3
,2772-9761,2.2,Q2
1567-2379,1567-2387,2.2,Q4
1464-4207,2041-3076,2.2,Q3
0253-2786,0253-2786,2.2,Q2
1096-2247,2162-2906,2.2,Q3
,2673-8236,2.2,Q2
2162-8769,2162-8777,2.2,Q3
1933-6934,1933-6942,2.2,Q4
,2673-6616,2.2,Q3
2307-1877,2307-1885,2.2,Q2
0731-6844,1530-7964,2.2,Q3
0386-7196,1347-3700,2.2,Q4
2531-0488,2531-0488,2.2,Q3
2522-5758,2522-5766,2.2,Q3
1574-888X,2212-3946,2.2,Q4
1934-6344,1934-6352,2.2,Q2
,2053-1591,2.2,Q3
0267-0836,1743-2847,2.2,Q2
2169-432X,2169-4338,2.2,Q4
2055-0340,2055-0359,2.2,Q3
0253-2964,1229-5949,2.2,Q3
1528-9117,1540-336X,2.2,Q3
0239-8508,1897-5631,2.2,Q4
,2198-641X,2.2,Q3
0732-8303,1532-2327,2.2,Q2
2769-6448,2769-6448,2.2,Q3
0006-2979,1608-3040,2.2,Q4
,1747-1028,2.2,Q4
1040-6190,1873-6874,2.2,Q4
,2624-781X,2.2,Q3
0023-5954,,2.2,Q3
2153-5493,2153-5515,2.2,Q3
1478-0771,2048-3988,2.1,
0048-3915,1088-4963,2.1,Q2
0741-9457,2376-5925,2.1,Q1
0016-8092,0016-8092,2.1,Q1
0023-9216,1540-5893,2.1,Q1
0927-3522,1571-8085,2.1,Q1
0420-1213,2391-4661,2.1,Q1
0741-9325,1538-4756,2.1,Q1
1660-7112,2211-9000,2.1,Q1
,2666-7991,2.1,Q1
1575-5460,1662-3592,2.1,Q1
0036-0279,1468-4829,2.1,Q1
0898-5898,1873-1864,2.1,Q1
1697-7467,,2.1,Q1
0165-0750,1875-8320,2.1,Q1
2211-3770,2211-3789,2.1,Q1
0019-1019,1474-919X,2.1,Q1
1540-7063,1557-7023,2.1,Q1
0007-0955,1464-3529,2.1,Q1
1931-3152,1931-3160,2.1,Q1
1357-5317,1468-4519,2.1,Q2
2056-306X,2056-306X,2.1,Q1
0835-1813,1532-7973,2.1,Q1
0141-1926,1469-3518,2.1,Q1
0957-1736,1753-2167,2.1,Q1
,2330-6696,2.1,Q1
,2699-2337,2.1,Q2
0741-8825,1745-9109,2.1,Q1
2183-2463,2183-2463,2.1,Q2
1363-254X,1478-0852,2.1,Q2
0025-5718,1088-6842,2.1,Q1
0093-3104,2163-1654,2.1,Q1
1932-8486,1932-8494,2.1,Q1
1751-9020,1751-9020,2.1,Q1
0392-100X,1827-675X,2.1,Q2
1305-7456,1305-7464,2.1,Q2
0264-6811,2376-4538,2.1,Q1
1931-7204,1878-7452,2.1,Q2
1070-5325,1099-1506,2.1,Q1
0362-3319,1873-5355,2.1,Q1
2333-3936,2333-3936,2.1,Q2
0020-4277,1573-1952,2.1,Q1
1752-9719,1752-9727,2.1,Q2
1750-9467,1878-0237,2.1,Q1
1019-7168,1572-9044,2.1,Q1
0275-004X,1539-2864,2.1,Q2
0036-1399,1095-712X,2.1,Q1
0003-9969,1879-1506,2.1,Q2
0010-8367,1460-3691,2.1,Q2
1748-2798,1748-2801,2.1,Q1
0963-8016,1467-9760,2.1,Q2
1520-3247,1534-8687,2.1,Q1
1571-0068,1573-1774,2.1,Q1
1874-897X,1874-8988,2.1,Q1
1986-3497,1986-3497,2.1,Q2
1945-2020,1945-2020,2.1,Q2
0003-3472,1095-8282,2.1,Q1
0009-9120,1873-2933,2.1,Q2
1478-5951,1478-596X,2.1,Q2
1754-9493,1754-9493,2.1,Q2
1059-910X,1097-0029,2.1,Q1
2165-0799,2165-0969,2.1,Q2
0142-5692,1465-3346,2.1,Q1
0277-3740,1536-4798,2.1,Q2
1740-5904,1740-5912,2.1,Q2
0021-9924,1873-7994,2.1,Q1
1010-5182,1878-4119,2.1,Q2
0162-0436,1573-7837,2.1,Q1
0305-4985,1465-3915,2.1,Q1
0803-5253,1651-2227,2.1,Q2
0002-9432,1939-0025,2.1,Q1
,2227-9067,2.1,Q2
,2193-0074,2.1,Q1
,2474-736X,2.1,Q2
1875-9572,2212-1692,2.1,Q2
0964-4008,1743-8993,2.1,Q2
1524-9042,1532-8635,2.1,Q2
0952-4622,2165-0586,2.1,Q1
2329-4906,2329-4922,2.1,Q2
1936-3915,1936-3907,2.1,Q2
0007-1005,1467-8527,2.1,Q1
0021-9967,1096-9861,2.1,Q1
0954-6553,1556-1836,2.1,Q2
0936-8051,1434-3916,2.1,Q2
2213-0764,2213-0772,2.1,Q3
1098-612X,1532-2750,2.1,Q1
0029-5493,1872-759X,2.1,Q2
0190-2725,1939-8999,2.1,Q1
1435-9448,1435-9456,2.1,Q1
1110-1768,2536-9342,2.1,Q1
0363-5023,1531-6564,2.1,Q2
0266-5611,1361-6420,2.1,Q1
1089-2591,1526-0976,2.1,Q2
0008-3976,1744-7976,2.1,Q2
1368-2822,1460-6984,2.1,Q1
1933-0707,1933-0715,2.1,Q2
0143-814X,1469-7815,2.1,Q2
0887-8994,1873-5150,2.1,Q2
0304-3754,2163-3150,2.1,Q2
1931-7611,1931-762X,2.1,Q1
0748-7304,1552-4531,2.1,Q2
1076-898X,1939-2192,2.1,Q3
1866-802X,1868-4890,2.1,Q2
1527-1404,1938-3681,2.1,Q1
,2047-0525,2.1,Q2
,2674-1164,2.1,Q2
0313-6647,1467-8500,2.1,Q2
1845-5719,1845-5719,2.1,Q2
2154-1663,2154-1671,2.1,Q2
0003-1305,1537-2731,2.1,Q1
2287-9714,2287-9722,2.1,Q2
2056-9017,2056-9017,2.1,Q1
1570-2081,1573-1723,2.1,Q1
1757-7853,1757-7861,2.1,Q2
2352-3441,2352-3441,2.1,Q2
1099-8004,1552-4175,2.1,Q2
1938-6400,1938-7636,2.1,Q2
,2196-3045,2.1,Q2
1064-7554,1573-7055,2.1,Q1
0973-5348,1760-6101,2.1,Q1
2574-2981,2574-299X,2.1,Q1
0193-3973,1873-7900,2.1,Q3
0163-853X,1532-6950,2.1,Q2
1052-9284,1099-1298,2.1,Q3
0146-8693,1465-735X,2.1,Q3
0025-3162,1432-1793,2.1,Q2
0129-7619,1467-9493,2.1,Q2
1748-0272,1748-0280,2.1,Q2
,1467-8489,2.1,Q2
1542-2321,1542-233X,2.1,Q2
0020-7985,1468-2435,2.1,Q2
0021-8669,1533-3868,2.1,Q2
1065-9129,1938-274X,2.1,Q2
0269-9702,1467-8519,2.1,Q2
0895-9420,1545-0821,2.1,Q2
0278-7393,1939-1285,2.1,Q2
1096-9012,1944-7396,2.1,Q3
1576-5962,2174-0534,2.1,Q3
1698-6946,1698-6946,2.1,Q2
0268-7038,1464-5041,2.1,Q1
0011-2240,1090-2392,2.1,Q2
1090-1981,1552-6127,2.1,Q2
0790-9667,2051-6967,2.1,Q3
0884-1241,1540-7144,2.1,Q1
0031-2290,1460-2482,2.1,Q2
0012-1606,1095-564X,2.1,Q3
0190-0692,1532-4265,2.1,Q2
2093-4777,2093-6931,2.1,Q2
2466-0493,2466-054X,2.1,Q2
0164-0313,1572-9591,2.1,Q2
1880-6805,1880-6805,2.1,Q3
0271-2075,1099-162X,2.1,Q2
1695-4033,1695-9531,2.1,Q2
0340-3696,1432-069X,2.1,Q3
1037-6178,1839-3535,2.1,Q2
0739-7240,1879-0054,2.1,Q2
0948-6143,1432-119X,2.1,Q2
1524-8372,1532-7647,2.1,Q2
0090-502X,1532-5946,2.1,Q2
0004-0894,1475-4762,2.1,Q2
1559-3940,2157-5452,2.1,Q1
0300-8207,1607-8438,2.1,Q2
0435-3684,1468-0467,2.1,Q2
2233-7822,2233-7830,2.1,Q2
0954-0962,1467-9302,2.1,Q2
1757-7802,1757-7802,2.1,Q2
1403-4948,1651-1905,2.1,Q2
0931-1890,1432-2285,2.1,Q2
1878-8750,1878-8769,2.1,Q2
,2050-6201,2.1,Q2
0022-3077,1522-1598,2.1,Q3
0171-8630,1616-1599,2.1,Q2
0014-3065,1871-4528,2.1,Q2
1094-2025,1096-6099,2.1,Q2
0967-0637,1879-0119,2.1,Q2
,2227-7099,2.1,Q2
0303-6758,1175-8899,2.1,Q2
1478-9515,1478-9523,2.1,Q3
1751-1321,1751-133X,2.1,Q2
1740-5629,1740-5610,2.1,Q3
1420-4096,1423-0143,2.1,Q2
0951-5089,1465-394X,2.1,Q2
0036-5564,1467-9450,2.1,Q2
0887-6177,1873-5843,2.1,Q2
1038-5282,1440-1584,2.1,Q2
1125-4718,2039-6805,2.1,Q2
1744-1692,1744-1706,2.1,Q2
1469-7017,1479-1811,2.1,Q3
1080-7683,1557-7732,2.1,Q2
1945-7669,1945-7685,2.1,Q2
0272-9490,1943-7676,2.1,Q2
0268-9146,1365-2052,2.1,Q2
0028-1042,1432-1904,2.1,Q2
1559-2332,1559-713X,2.1,Q3
1088-0224,,2.1,Q2
0309-166X,1464-3545,2.1,Q2
2327-6665,2327-6673,2.1,Q2
2474-0527,2474-0527,2.1,Q3
0952-7907,1473-6500,2.1,Q2
2510-523X,2510-523X,2.1,Q3
1878-1241,1878-1292,2.1,Q2
,2561-326X,2.1,Q3
1053-0770,1532-8422,2.1,Q2
1386-4181,1878-576X,2.1,Q2
1744-5647,1744-5647,2.1,Q2
1751-8113,1751-8121,2.1,Q2
2035-8237,2035-8164,2.1,Q2
0301-5661,1600-0528,2.1,Q2
2159-2896,2159-2896,2.1,Q2
1096-6218,1557-7740,2.1,Q3
0037-9409,1777-5817,2.1,Q3
,2576-3164,2.1,Q2
0266-6669,1741-6469,2.1,Q2
2231-0762,2250-1002,2.1,Q2
1300-686X,2297-8747,2.1,Q2
2509-4262,2509-4254,2.1,Q2
1476-7503,1741-2617,2.1,Q1
2523-3106,2523-3106,2.1,Q3
0003-6846,1466-4283,2.1,Q2
2193-9438,2193-9446,2.1,Q3
1841-0413,1841-0413,2.1,Q2
0019-7858,1758-5767,2.1,Q3
0926-9851,1879-1859,2.1,Q2
1532-5024,1532-5032,2.1,Q3
2367-0134,2367-0142,2.1,Q2
0020-1324,1943-3654,2.1,Q3
2168-1805,2168-1813,2.1,Q2
0043-5325,1613-7671,2.1,Q2
,2624-5175,2.1,Q3
,2008-2231,2.1,Q3
1432-847X,1867-383X,2.1,Q2
0017-4815,1468-2257,2.1,Q2
,2398-8835,2.1,Q2
0899-7667,1530-888X,2.1,Q3
1942-7891,1942-7905,2.1,Q3
,1424-2818,2.1,Q2
1174-5886,1179-6901,2.1,Q3
1975-8375,2233-4521,2.1,Q2
1031-3613,1448-5990,2.1,Q1
1030-9616,1839-5465,2.1,Q2
0095-8972,1029-0389,2.1,Q3
1356-1294,1365-2753,2.1,Q2
2314-4920,2314-4939,2.1,Q2
0925-4927,1872-7506,2.1,Q3
2197-0025,2197-0025,2.1,Q2
2160-8288,2160-8288,2.1,Q3
0002-9149,1879-1913,2.1,Q3
0260-3055,1727-5644,2.1,Q3
0570-1864,1432-0592,2.1,Q2
0957-5243,1573-7225,2.1,Q2
2230-5254,2230-5254,2.1,Q3
2474-7661,2474-7661,2.1,Q2
0034-8910,1518-8787,2.1,Q2
1529-8868,1529-8876,2.1,Q3
0278-6826,1521-7388,2.1,Q2
2398-7308,2398-7316,2.1,Q2
1040-872X,1473-656X,2.1,Q2
0254-8860,0975-0711,2.1,Q3
0891-0618,1873-6300,2.1,Q3
2050-3121,2050-3121,2.1,Q2
1530-3667,1557-7759,2.1,Q2
1544-3558,1544-3965,2.1,Q3
1895-6572,1895-7455,2.1,Q2
1661-3791,1661-3805,2.1,Q2
0264-3707,,2.1,Q2
0924-865X,1573-7179,2.1,Q2
0300-9742,1502-7732,2.1,Q3
2666-4968,2666-4968,2.1,Q2
1084-9785,1557-8852,2.1,Q2
,2076-3263,2.1,Q3
0742-4795,1528-8919,2.1,Q2
0885-0666,1525-1489,2.1,Q3
0025-7753,1578-8989,2.1,Q2
1617-4615,1617-4623,2.1,Q3
0030-6053,1365-3008,2.1,Q2
0304-4289,0973-7111,2.1,Q2
2090-1836,2090-1844,2.1,Q3
2045-452X,2045-4538,2.1,Q3
1556-4665,1556-4703,2.1,Q2
1806-9614,1984-3143,2.1,Q2
1198-2241,1916-7245,2.1,Q3
,2308-3417,2.1,Q3
0892-7219,1528-896X,2.1,Q2
2398-7324,2398-7324,2.1,Q2
1735-5362,1735-9414,2.1,Q3
,2410-387X,2.1,Q2
1936-0584,1936-0592,2.1,Q3
1747-9541,2048-397X,2.1,Q2
1346-4523,1613-2254,2.1,Q2
1022-0038,1572-8196,2.1,Q3
1860-5397,1860-5397,2.1,Q3
1541-2555,1541-2563,2.1,Q3
0018-9197,1558-1713,2.1,Q3
1569-9293,1569-9285,2.1,Q2
1591-0199,2385-2011,2.1,Q2
